0,0,540849,72735,5003,15422,8108,4614,2110,1790,200
0,0,2945,4071,4600,11910,2953,6734,17361,8978,200
0,0,24437,9855,9220,12456,6068,18528,9622,10482,200
0,0,9469,12883,10578,8440,10137,22435,12445,11051,200
0,0,9484,9394,7511,11128,8234,45727,20592,10596,200
0,0,3971,16966,17766,4875,9836,63069,27056,13748,200
0,0,23589,9056,31948,3807,3577,45890,132763,18053,200
0,0,10510,19716,4648,11452,4030,84895,16184,17139,200
0,0,89133,123554,29471,27518,13169,47403,58353,21803,200
0,0,39024,20268,8571,6179,6580,26052,22292,14865,200
0,0,127295,8888,2877,1380,3659,16311,7461,5252,200
0,0,13339,12259,620,10493,14405,52287,19805,25304,200
0,0,1301490,233945,51265,29151,16366,47842,29715,17314,200
0,0,36430,19859,1580,2564,12157,51503,14230,15432,200
0,0,56237,54045,78427,6242,19159,52733,18596,12216,200
0,0,1209686,106099,23339,18074,43992,20238,6674,3417,200
0,0,2117087,362790,377165,103799,22642,71610,36765,32317,200
0,0,301473,34742,7941,6749,3001,15546,9897,6002,200
0,0,846089,344380,26067,25055,32386,20135,10135,4249,200
0,0,1009957,128357,3102,27471,4816,22072,8269,3949,200
0,0,3087183,268749,63841,32543,10261,45703,18374,19548,200
0,0,2179688,146731,30553,36611,16950,37447,78809,11151,200
0,0,364288,75116,56188,28850,11237,66765,24415,11065,200
0,0,1068514,130167,26921,20110,9438,20355,8070,6312,200
0,0,17133,22116,9130,3333,2995,4611,5625,2834,200
0,0,1298996,234044,42306,16546,14515,103904,45233,16661,200
0,0,39131,12239,3614,7462,19967,40032,31278,16779,200
0,0,363203,132165,81675,16679,22667,45318,19119,7955,200
0,0,899096,124529,18596,56501,15237,56727,19763,19018,200
0,0,341189,118213,3347,19131,18306,32599,5307,15249,200
0,0,241930,37846,4315,24779,10105,19462,19482,17662,200
0,0,15368,36041,7134,3447,36280,17683,7472,9480,200
0,0,30518,12440,14045,16192,22399,22524,32406,18103,200
0,0,498575,109695,4482,13888,6866,45623,27089,7298,200
0,0,1108315,120814,11949,14081,9096,17160,10484,7911,200
0,0,351048,52566,17572,10587,23474,54131,30441,27507,200
0,0,23456,6756,1217,7186,6001,65550,36420,12950,200
0,0,737982,168258,27627,36792,49723,21322,26348,13588,200
0,0,178276,48483,5543,1623,4591,19058,9362,2789,200
0,0,207984,137747,29261,23323,31732,38894,34027,16623,200
0,0,191646,108015,40744,3758,18159,90430,60229,28908,200
0,0,238462,77961,4485,2459,1660,13132,13171,2388,200
0,0,807978,105593,6269,13676,40123,59888,42519,13651,200
0,0,225898,13366,12603,69037,11261,42632,14863,27407,200
0,0,17506,25825,5486,13265,9878,32558,137876,11015,200
0,0,57447,24177,19411,13880,7960,43347,18140,12917,200
0,0,25605,24372,7501,6664,13311,110711,17288,13313,200
0,0,1381385,48184,25636,19669,33095,41043,22026,20157,200
0,0,1208348,101240,53098,56243,20435,35008,14260,7661,200
0,0,350656,84435,10125,9644,7054,37461,37599,15925,200
0,0,19979,13647,7462,17174,35544,73834,33586,21008,200
0,0,663366,182205,22212,16970,8453,27696,58339,12349,200
0,0,21312,35045,504,31251,23413,41740,32228,12221,200
0,0,740856,366550,84020,49698,9502,40733,52736,11194,200
0,0,93532,137110,33996,33569,30688,43931,44641,7050,200
0,0,389420,110040,54042,16723,27503,44645,44136,11523,200
0,0,281421,35841,4549,8878,7250,8454,12448,2028,200
0,0,324075,44264,38119,15878,10547,46060,22949,7716,200
0,0,141315,46882,22034,11156,7977,18158,7167,5379,200
0,0,905356,13920,21158,14014,7785,20460,4006,1031,200
0,0,1222586,379882,89188,62873,25335,73099,63244,29250,200
0,0,69589,80480,7731,1954,4657,18042,4107,5095,200
0,0,1533725,71218,16690,21355,32537,42317,44875,44954,200
0,0,27240,6662,752,2909,1082,3335,577,391,200
0,0,44710,25374,6680,2634,8459,3742,831,1926,200
0,0,21109,22039,4239,3329,4471,3802,3676,1309,200
0,0,86649,17393,1715,11641,28081,12959,6212,2465,200
0,0,19706,24935,3269,25172,5848,21975,10730,4923,200
0,0,152756,39688,2446,2872,3677,3280,3898,2130,200
0,0,19758,8539,4072,3658,2256,4463,4881,928,200
0,0,201844,42543,14582,20027,56162,11740,4697,5688,200
0,0,206574,163673,9453,14642,45600,19012,4711,8557,200
0,0,54578,38193,25737,10077,14929,19729,21854,9190,200
0,0,15837,40605,10188,22753,14257,14608,11840,2478,200
0,0,36511,13432,2813,4814,6653,4214,2867,2161,200
0,0,280965,42312,13318,5916,21147,27735,14790,2096,200
0,0,39468,87516,5658,37849,19948,13291,14699,6923,200
0,0,43385,31671,17568,25424,7854,11403,7214,5744,200
0,0,7900,29432,4470,19973,12981,16105,6092,7147,200
0,0,17732,26609,30148,8168,9086,16612,9475,5479,200
0,0,27531,14537,7818,9272,12431,20523,4677,3189,200
0,0,328075,88570,53451,41074,13274,12866,13666,3682,200
0,0,554607,206218,39335,8326,6109,12522,12648,10241,200
0,0,1053291,470336,85593,22567,26192,41092,45640,21212,200
0,0,348342,69394,42174,5088,7648,23991,16601,4626,200
0,0,807498,119247,21154,10299,24480,17644,12233,3112,200
0,0,489500,14072,1530,2561,2837,6753,6553,2779,200
0,0,208600,24676,10112,3770,11399,12004,9584,2789,200
0,0,1196128,46140,26616,26369,6667,9356,3710,1401,200
0,0,27977,7470,2512,1570,4654,5445,1994,1468,200
0,0,220229,49552,9043,33237,21884,12273,8650,3093,200
0,0,212774,87846,36310,11758,14530,20202,5957,9158,200
0,0,226043,149102,21039,22416,23000,24275,6925,8026,200
0,0,25770,15872,4765,2048,3952,5116,5610,1133,200
0,0,140511,179865,14730,63312,20719,11607,4041,3776,200
0,0,314307,39517,18623,26444,24112,24941,19077,7100,200
0,0,59201,42300,16953,19502,6541,10476,11504,2350,200
0,0,11223,10045,2736,6681,2275,4783,2111,326,200
0,0,43489,53797,16637,23361,18445,5881,11791,3043,200
0,0,47705,18276,31717,39534,13702,8830,8575,3608,200
0,0,22048,28156,12561,16808,14618,12341,9151,16490,200
0,0,11416,29777,10316,22500,17118,20906,5861,4079,200
0,0,386220,212922,106459,133718,38963,74855,27270,5559,200
0,0,166472,44510,5748,2236,1652,1431,1297,1508,200
0,0,471752,126984,56695,9975,40524,35767,67401,27967,200
0,0,604577,29003,22034,3932,13822,20083,14080,3675,200
0,0,84990,52586,13278,28886,15709,48866,32982,10133,200
0,0,647036,39693,36870,13976,14996,83160,34096,10810,200
0,0,125381,79882,4116,2633,4428,13119,8292,3236,200
0,0,141991,15904,1276,963,6102,8486,6109,3107,200
0,0,232986,50674,13230,3432,6844,16225,11804,5948,200
0,0,202911,68137,4425,1625,2783,26875,6878,2479,200
0,0,463051,136782,19176,10894,18405,47043,30564,30403,200
0,0,1074452,19231,5045,3185,7393,22664,13470,7458,200
43,57,348803,88891,22592,13130,7961,12516,25232,5937,0
27,40,1092396,663788,5646,93626,41361,42909,31870,11819,0
38,48,1215051,43151,22505,1355,9442,15815,14844,7712,0
24,54,1084667,302500,175064,32895,46621,98243,71164,12682,0
27,56,696978,160129,66067,26277,29503,36498,51499,23850,0
41,64,1059752,127558,46377,5393,12182,32676,24555,4136,0
30,66,738301,132148,55960,10186,15694,16637,19706,2514,0
41,54,567573,41497,1394,9467,11425,23202,12994,4924,0
51,56,823292,203452,148013,46177,51598,135233,32682,16369,0
56,57,298612,9579,4434,7758,16267,5874,2601,1857,0
67,54,114821,103034,18942,27593,32051,41997,9636,11223,0
67,54,232475,189880,33881,18401,36294,115948,31840,4955,0
54,51,1276159,232000,56194,43993,36176,36363,20206,5287,0
48,48,427867,24065,388,9907,9780,5310,5660,3338,0
47,40,306210,54575,3222,5991,15702,14908,10092,1866,0
50,54,79021,20755,28686,30868,9394,49058,11652,9652,0
51,60,242680,38743,12392,12345,6119,7722,3055,1940,0
63,56,19979,27295,1922,9971,11546,15636,3557,709,0
63,69,287742,67682,40463,9911,29862,28784,9965,4365,0
53,63,123050,14806,8226,8668,22282,7026,7866,1473,0
61,50,370021,124815,7603,24470,79097,48733,35667,8913,0
53,56,114313,22938,2081,15234,17129,6857,5017,1120,0
56,61,183968,32600,24139,31087,17540,30069,27557,6843,0
67,61,141086,1458,1078,916,1856,1938,566,382,0
63,70,692322,82939,34154,8068,12482,26800,19604,7309,0
67,70,290333,13019,2495,9261,10647,6922,4056,1447,0
69,69,139851,3855,1378,7719,5571,5243,4171,1437,0
54,64,28641,46660,5105,10375,12120,10160,3709,3583,0
53,67,57451,50419,35838,22141,48963,20786,14568,4089,0
47,66,22586,43440,29211,8692,57051,11614,13659,8349,0
37,61,51348,73299,39602,13720,82920,20703,19902,7147,0
35,56,113531,39366,3217,4300,5597,5656,3360,1145,0
24,61,35232,70101,52535,19805,12713,10796,12598,4749,0
24,61,1636358,188080,54882,33969,10101,24043,41369,5766,25
24,60,58948,5552,661,1954,1232,1183,2887,341,0
21,63,155247,16641,5918,3129,1752,3061,4632,1246,0
20,67,954516,114715,32850,7090,17123,16469,5690,996,0
29,63,505947,116059,68993,1571,4482,33107,19434,5748,0
26,69,972520,193330,144493,31741,13410,37714,39546,10518,0
21,61,246714,113943,11709,14682,12457,10308,8640,4211,0
27,64,636587,183065,76163,18760,24016,58406,74964,12966,0
23,53,1535856,157123,5588,25013,5482,20543,13912,10467,0
21,23,455291,858325,12635,11308,79435,75633,46782,15373,0
56,24,988437,178075,31347,54879,57582,67779,55399,10770,0
38,26,1410487,728215,107508,11364,17051,124322,51979,9198,0
27,37,726095,96849,10095,2749,6010,10050,12147,2271,0
41,34,499087,29339,2397,3008,2948,10514,16873,2129,0
38,34,1192817,241375,40531,40990,10250,53999,32263,41287,0
50,43,1082008,73253,56402,18219,50145,74273,82287,16674,0
61,51,2242615,253595,38109,60542,13152,89930,60734,10195,0
60,64,290283,46101,18551,12605,3220,18678,10366,3178,0
77,64,739991,95095,31521,24007,25624,108386,49932,18196,0
64,51,1599663,786410,62185,27974,33628,152424,33422,34161,0
50,50,1464274,338122,66885,30555,12700,31301,81568,7613,0
50,48,1320938,90805,45521,20449,36758,40622,32971,11563,0
34,47,712512,344532,84390,12355,45008,69223,41184,1215,0
41,47,165329,53477,7016,1488,7950,24916,15053,1600,0
56,51,2322233,30463,9369,11053,5188,14307,6766,6034,0
57,57,133713,19552,28435,6300,5884,14946,12682,2532,0
63,60,301724,312164,76204,26250,27684,95014,12950,10263,0
57,78,732746,92870,55773,53197,33423,51435,17172,6810,0
54,80,645062,47734,25607,9524,5086,19466,9147,2741,0
56,77,816172,28879,32930,6069,8773,23001,11923,5062,0
54,64,847106,442247,9959,30659,45196,95020,48127,19441,0
44,38,36769,38645,804,804,1250,3933,1124,1020,0
51,20,92665,13365,947,919,3855,6508,6171,529,0
51,16,996856,55092,27500,5779,3062,28657,12999,2912,0
64,23,1520547,245680,24999,37569,48547,188091,146598,16838,0
74,48,1845565,152162,46518,93282,36060,58198,50076,24350,0
66,51,1782322,209841,24977,8801,26422,59926,122767,38183,0
57,44,639697,148303,21287,14024,4054,25337,13938,5887,0
