17,34,2483859,383776,45780,24724,18250,74811,26620,9245,0apple_78.jpg,16/06/2023 16:10:17
21,27,909321,103000,20983,5542,7818,17092,10791,1401,0apple_78.jpg,16/06/2023 16:10:18
11,26,445639,358208,35048,14538,4523,10641,24348,6268,0apple_78.jpg,16/06/2023 16:10:19
8,23,89618,105273,4367,10986,5222,8724,5704,5507,0apple_79.jpg,16/06/2023 16:10:20
20,27,1634600,60787,3773,35664,12425,75611,62426,5491,0apple_79.jpg,16/06/2023 16:10:21
16,37,627031,23874,9231,4160,1880,3363,2379,4404,0apple_79.jpg,16/06/2023 16:10:22
29,44,1799279,86345,10136,30444,17364,17790,19874,8953,0apple_80.jpg,16/06/2023 16:10:23
37,54,546899,140831,17756,43687,14736,31247,45174,24453,0apple_80.jpg,16/06/2023 16:10:24
21,63,2170567,165053,34864,88212,11698,31703,40466,6529,0apple_80.jpg,16/06/2023 16:10:25
17,53,30391,22741,1034,3027,2911,1670,817,291,0apple_81.jpg,16/06/2023 16:10:26
16,53,324322,48271,17426,1648,2212,8713,10954,7134,0apple_81.jpg,16/06/2023 16:10:27
40,44,6558,20737,3793,11747,13890,73783,20603,8057,0apple_81.jpg,16/06/2023 16:10:28
44,24,207246,70238,1474,6356,4594,16996,8728,4486,0apple_82.jpg,16/06/2023 16:10:29
53,20,1520736,106788,10645,1452,5931,16763,8363,4453,0apple_82.jpg,16/06/2023 16:10:30
75,20,6881,2046,4928,645,1754,11984,3708,3389,0apple_82.jpg,16/06/2023 16:10:31
51,24,1476681,229884,27533,35377,20092,43417,54065,11992,0apple_83.jpg,16/06/2023 16:10:32
54,34,1541548,108515,26166,17041,24245,49254,20194,16713,0apple_83.jpg,16/06/2023 16:10:33
51,40,12956,20066,5185,822,11657,3059,7893,2749,0apple_83.jpg,16/06/2023 16:10:34
30,23,245318,229419,3205,17179,47999,38834,12941,23658,0apple_84.jpg,16/06/2023 16:10:35
30,23,1607006,68897,5492,9365,1063,11893,4665,2796,0apple_84.jpg,16/06/2023 16:10:36
14,21,405083,114403,17962,10886,10812,6819,9530,4159,0apple_84.jpg,16/06/2023 16:10:37
8,17,1915376,265050,8515,20811,7860,14720,4468,5643,0apple_85.jpg,16/06/2023 16:10:38
8,40,228914,32843,21210,3188,3156,7788,9779,4029,0apple_85.jpg,16/06/2023 16:10:39
1,41,1180030,580428,114054,41276,36157,43528,37021,42175,0apple_85.jpg,16/06/2023 16:10:40
14,34,1587748,290936,25319,14240,59689,77405,23303,28783,0apple_86.jpg,16/06/2023 16:10:41
27,53,396101,15108,37113,10314,27648,16677,18308,7214,0apple_86.jpg,16/06/2023 16:10:42
29,40,16610,20762,3659,2412,14614,5315,5071,1914,0apple_86.jpg,16/06/2023 16:10:43
54,47,3867,10710,14485,12807,16343,33862,19266,13000,0apple_87.jpg,16/06/2023 16:10:44
70,56,16233,7601,11407,6328,19553,39308,28237,3404,0apple_87.jpg,16/06/2023 16:10:45
64,43,37723,31572,3707,3651,2911,5751,3795,2046,0apple_87.jpg,16/06/2023 16:10:46
83,47,4913,8168,2318,6842,8806,25567,23090,13136,0apple_88.jpg,16/06/2023 16:10:47
84,40,17742,10560,9618,2839,9984,28747,24126,18806,0apple_88.jpg,16/06/2023 16:10:48
