75,54,651750,65300,23027,12938,12343,37830,13750,5967,0apple_83.jpg,16/06/2023 15:59:28
87,37,1670,3230,115,674,1535,7803,2673,533,0apple_84.jpg,16/06/2023 15:59:29
67,24,817748,603368,61879,29311,35230,56264,13659,5568,0apple_84.jpg,16/06/2023 15:59:30
66,34,43594,11758,20208,14623,10353,37515,23830,7979,0apple_84.jpg,16/06/2023 15:59:31
75,37,13117,9249,20246,12908,24609,44834,24167,11618,0apple_84.jpg,16/06/2023 15:59:32
48,44,73953,14534,1743,913,1714,2013,1549,1080,0apple_84.jpg,16/06/2023 15:59:33
70,60,11031,1969,3601,21886,7124,25162,5228,5396,0apple_84.jpg,16/06/2023 15:59:34
69,56,11594,2461,4307,673,4196,5788,2815,798,0apple_84.jpg,16/06/2023 15:59:35
63,56,862231,89168,42262,40741,16722,86216,32607,24261,0apple_85.jpg,16/06/2023 15:59:36
84,48,1944804,20928,2679,1070,11549,28347,16049,13213,0apple_85.jpg,16/06/2023 15:59:37
90,38,2765,2469,811,2414,2244,9568,3322,2610,0apple_85.jpg,16/06/2023 15:59:38
88,43,13612,7595,19922,6352,8623,22685,8661,4292,0apple_85.jpg,16/06/2023 15:59:39
100,38,11037,3722,11833,2017,8072,43018,11419,9063,0apple_85.jpg,16/06/2023 15:59:40
94,43,78798,12109,1063,1685,1637,7016,3647,1150,0apple_85.jpg,16/06/2023 15:59:41
94,37,9074,9919,1223,6587,26708,30215,12094,2105,0apple_85.jpg,16/06/2023 15:59:42
97,29,25499,13437,6034,8351,14980,28641,6119,27402,0apple_86.jpg,16/06/2023 15:59:43
90,37,4336,9338,19557,11443,12980,33066,11721,12700,0apple_86.jpg,16/06/2023 15:59:44
100,43,7279,9362,12712,1244,12435,32184,9489,5619,0apple_86.jpg,16/06/2023 15:59:45
100,48,5277,5684,5479,7703,31395,35302,16241,9412,0apple_86.jpg,16/06/2023 15:59:46
100,50,5730,1695,2296,2677,6555,5657,7090,848,0apple_86.jpg,16/06/2023 15:59:47
100,38,70202,6929,1751,5414,8915,28615,7741,15094,0apple_86.jpg,16/06/2023 15:59:48
88,48,691547,29802,38294,14596,16703,15186,14216,4406,0apple_86.jpg,16/06/2023 15:59:49
57,51,339692,180159,50030,4666,17507,17892,10430,10854,0apple_87.jpg,16/06/2023 15:59:50
38,44,109160,22412,3514,1072,1552,2465,1757,307,0apple_87.jpg,16/06/2023 15:59:51
34,53,11854,2123,3472,699,2965,7214,9102,1925,0apple_87.jpg,16/06/2023 15:59:52
40,48,35968,8037,3944,13160,17556,11102,13665,12303,0apple_87.jpg,16/06/2023 15:59:53
66,47,19361,28250,1348,17301,14521,53557,19130,15094,0apple_87.jpg,16/06/2023 15:59:54
91,48,11644,4845,2189,2441,4898,13354,7079,923,0apple_87.jpg,16/06/2023 15:59:55
83,47,115067,34289,11545,5471,7407,23478,12113,3412,0apple_87.jpg,16/06/2023 15:59:56
67,26,219218,53724,2757,849,1813,4478,2620,2125,0apple_88.jpg,16/06/2023 15:59:57
48,26,1809344,104565,15318,14013,27445,19437,19928,11826,0apple_88.jpg,16/06/2023 15:59:58
27,29,1391109,648104,64506,185213,71375,140503,58769,39423,0apple_88.jpg,16/06/2023 15:59:59
8,37,617208,210271,69248,81224,22818,20951,36196,10667,0apple_88.jpg,16/06/2023 16:00:00
10,47,1888484,378120,44626,33426,16279,37671,16901,10113,0apple_88.jpg,16/06/2023 16:00:01
11,63,407215,142538,67786,185834,9774,69501,16041,8388,0apple_88.jpg,16/06/2023 16:00:02
4,60,174381,55564,14328,380,5744,5286,4356,2162,0apple_88.jpg,16/06/2023 16:00:03
3,54,95271,79692,21188,12358,7851,6018,9378,7008,0apple_89.jpg,16/06/2023 16:00:04
17,54,29072,15584,3054,2763,10334,8331,7344,4806,0apple_89.jpg,16/06/2023 16:00:05
26,29,75473,14980,286,1602,3232,7503,3364,5284,0apple_89.jpg,16/06/2023 16:00:06
37,35,979877,37997,14050,11397,6415,15468,7217,5945,0apple_89.jpg,16/06/2023 16:00:07
63,26,99152,11793,411,5177,8008,15443,3239,1357,0apple_89.jpg,16/06/2023 16:00:08
64,34,374786,44333,31728,8115,29551,44312,14005,11720,0apple_89.jpg,16/06/2023 16:00:09
70,44,232146,23061,9860,12103,24166,32058,13157,25598,0apple_89.jpg,16/06/2023 16:00:10
84,34,8647,26945,5154,4090,11894,44356,20345,9468,0apple_90.jpg,16/06/2023 16:00:11
75,27,99279,39832,2563,1537,2173,12359,8741,4728,0apple_90.jpg,16/06/2023 16:00:12
66,17,218883,79394,11683,2400,13443,19840,6528,7444,0apple_90.jpg,16/06/2023 16:00:13
63,24,584915,25709,13634,23464,13872,30948,15357,6340,0apple_90.jpg,16/06/2023 16:00:14
44,35,18240,37837,4754,23552,34638,12626,40380,10699,0apple_90.jpg,16/06/2023 16:00:15
44,41,1752500,198041,35761,16255,28638,68545,26435,10911,0apple_90.jpg,16/06/2023 16:00:16
37,53,1610800,644141,203350,132132,32172,88297,128455,91727,0apple_90.jpg,16/06/2023 16:00:17
17,34,213120,86704,4308,1356,4575,6496,6654,1183,0apple_91.jpg,16/06/2023 16:00:18
20,34,983513,71507,35801,3714,13145,21851,11278,6889,0apple_91.jpg,16/06/2023 16:00:19
14,37,285229,43615,8456,5062,6575,9619,7237,2438,0apple_91.jpg,16/06/2023 16:00:20
27,24,102114,8122,201,1284,644,3698,5762,400,0apple_91.jpg,16/06/2023 16:00:21
41,35,659308,139379,3432,42899,23616,54329,32564,22991,0apple_91.jpg,16/06/2023 16:00:22
60,27,28475,4605,2182,767,1808,10915,15292,2674,0apple_91.jpg,16/06/2023 16:00:23
57,34,2306034,189493,50567,57696,21373,48117,38923,26605,0apple_91.jpg,16/06/2023 16:00:24
56,30,1022626,225882,1363,27715,48955,65969,25873,11804,0apple_92.jpg,16/06/2023 16:00:25
38,27,1373722,195007,24574,5709,11320,10287,14542,2329,0apple_92.jpg,16/06/2023 16:00:26
20,27,1424271,48040,8264,3429,6290,10300,11280,3815,0apple_92.jpg,16/06/2023 16:00:27
37,26,16718,4472,10689,17211,39852,30063,19522,8105,0apple_92.jpg,16/06/2023 16:00:28
47,27,7274,21313,3139,7008,42338,26042,22875,5419,0apple_92.jpg,16/06/2023 16:00:29
57,37,1762735,209089,77773,18857,44069,51224,23719,25158,0apple_92.jpg,16/06/2023 16:00:30
69,50,5081,8611,10811,16468,3347,23416,17400,7147,0apple_92.jpg,16/06/2023 16:00:31
54,35,527380,84832,4508,2782,7214,18107,3971,3198,0apple_93.jpg,16/06/2023 16:00:32
38,34,457448,36986,2266,1678,606,5616,2767,2409,0apple_93.jpg,16/06/2023 16:00:33
43,24,188729,31383,2720,2604,4296,8624,5305,2119,0apple_93.jpg,16/06/2023 16:00:34
23,10,2440050,450516,16670,58994,5567,48080,24891,25280,0apple_93.jpg,16/06/2023 16:00:35
20,14,2009750,482291,43330,30308,37401,81836,47723,19070,0apple_93.jpg,16/06/2023 16:00:36
23,8,1203063,1012802,26677,36514,32372,225286,86572,29765,0apple_93.jpg,16/06/2023 16:00:37
20,16,183883,52511,7671,11406,4079,12136,4795,2844,0apple_93.jpg,16/06/2023 16:00:38
21,13,43025,31484,1741,2341,474,3623,2712,896,0apple_94.jpg,16/06/2023 16:00:39
21,24,1359372,86160,40838,7888,23809,18296,21195,8118,0apple_94.jpg,16/06/2023 16:00:40
35,44,5551,2704,1252,9634,6760,11301,5134,4242,0apple_94.jpg,16/06/2023 16:00:41
38,48,1920326,152183,85344,15694,37389,59099,57121,18019,0apple_94.jpg,16/06/2023 16:00:42
48,61,19767,28428,8941,14799,9506,14391,5112,4294,0apple_94.jpg,16/06/2023 16:00:43
48,56,215985,22398,4317,1500,1455,3372,2804,548,0apple_94.jpg,16/06/2023 16:00:44
40,48,430400,58699,10042,9477,15585,28132,47290,15994,0apple_94.jpg,16/06/2023 16:00:45
43,40,119805,93195,20611,5807,15652,43837,17672,4103,0apple_95.jpg,16/06/2023 16:00:46
37,23,1815747,232646,2027,19456,8464,34295,31267,15107,0apple_95.jpg,16/06/2023 16:00:47
37,17,216012,115058,10777,9493,5210,20457,9908,1867,0apple_95.jpg,16/06/2023 16:00:48
37,21,587299,85717,16017,19879,12972,38586,9435,11828,0apple_95.jpg,16/06/2023 16:00:49
24,10,24919,35805,1113,643,976,3844,3863,918,0apple_95.jpg,16/06/2023 16:00:50
27,10,476249,35585,617,2917,2833,7332,1272,1427,0apple_95.jpg,16/06/2023 16:00:51
35,16,1196772,32091,6838,12851,12918,15207,13187,3537,0apple_95.jpg,16/06/2023 16:00:52
30,17,2096867,249626,51466,52391,11174,71078,44588,7384,0banana_77.jpg,16/06/2023 16:00:53
26,16,763889,785239,9875,19872,15780,49196,39538,28794,0banana_77.jpg,16/06/2023 16:00:54
34,29,871394,74451,25823,7998,5957,40301,15307,5968,0banana_77.jpg,16/06/2023 16:00:55
41,35,153008,8467,7113,9797,4913,19145,7079,4366,0banana_77.jpg,16/06/2023 16:00:56
40,30,30798,20189,2318,3421,3320,4710,3107,1697,0banana_77.jpg,16/06/2023 16:00:57
41,43,630448,299910,32143,10777,32395,25405,10103,4392,0banana_77.jpg,16/06/2023 16:00:58
41,30,402087,169128,10760,10601,30967,54837,67388,12104,0banana_77.jpg,16/06/2023 16:00:59
34,20,365437,142521,25565,13076,19357,59647,71134,13796,0banana_78.jpg,16/06/2023 16:01:00
35,17,586370,70605,10216,6977,13913,20137,23414,5354,0banana_78.jpg,16/06/2023 16:01:01
29,17,1096880,1568534,163614,44180,85969,84839,167567,33787,0banana_78.jpg,16/06/2023 16:01:02
21,26,744562,106762,17797,8983,4135,17903,7614,4820,0banana_78.jpg,16/06/2023 16:01:03
27,35,408084,73747,55453,16700,19503,83970,15040,26471,0banana_78.jpg,16/06/2023 16:01:04
29,47,128618,10974,6728,4809,2611,5940,2890,1918,0banana_78.jpg,16/06/2023 16:01:05
51,57,196768,34195,29857,8405,15775,37976,17843,15039,0banana_78.jpg,16/06/2023 16:01:06
60,66,132394,41952,16369,27896,23152,28245,29224,16914,0banana_79.jpg,16/06/2023 16:01:07
75,50,14684,16037,1811,5012,8607,67334,21451,8129,0banana_79.jpg,16/06/2023 16:01:08
77,38,652851,190328,33273,20725,23152,86437,62541,19856,0banana_79.jpg,16/06/2023 16:01:09
63,35,1076885,152146,41934,8451,14353,25178,23756,11663,0banana_79.jpg,16/06/2023 16:01:10
53,26,181328,139704,9879,22846,6720,20340,10028,7124,0banana_79.jpg,16/06/2023 16:01:11
29,37,1144534,59438,15671,2078,10438,18319,5526,5585,0banana_79.jpg,16/06/2023 16:01:12
41,43,16369,9759,9241,17232,15545,37242,24079,10164,0banana_79.jpg,16/06/2023 16:01:13
48,38,1200691,176874,40221,6021,40398,55393,12654,19810,0banana_80.jpg,16/06/2023 16:01:14
51,47,2318267,79112,21333,28516,4559,22122,54954,6068,0banana_80.jpg,16/06/2023 16:01:15
50,53,151974,36115,20384,3966,9540,11590,9897,4713,0banana_80.jpg,16/06/2023 16:01:16
27,50,1219912,895558,236014,61056,74575,141671,25707,26280,0banana_80.jpg,16/06/2023 16:01:17
24,43,1480600,1419730,74559,45554,26241,238900,37239,34177,0banana_80.jpg,16/06/2023 16:01:18
21,50,1127856,257352,376651,57363,60298,76462,63563,30038,0banana_80.jpg,16/06/2023 16:01:19
14,43,1162122,914271,119690,98969,32557,113133,42690,42903,0banana_80.jpg,16/06/2023 16:01:20
20,40,1587779,224846,45615,9592,5355,60091,11982,8316,0banana_81.jpg,16/06/2023 16:01:21
14,57,81015,74287,38937,17262,11559,10741,11016,2456,0banana_81.jpg,16/06/2023 16:01:22
20,50,889865,65994,16100,17617,8063,18886,14990,14039,0banana_81.jpg,16/06/2023 16:01:23
29,48,356035,46555,7801,3634,3111,18636,5627,2269,0banana_81.jpg,16/06/2023 16:01:24
48,48,17337,4474,4448,784,6133,14616,4634,1575,0banana_81.jpg,16/06/2023 16:01:25
54,48,146633,27264,12445,14103,10471,9224,6868,6472,0banana_81.jpg,16/06/2023 16:01:26
50,47,102173,17940,2263,5536,4901,2334,2859,1278,0banana_81.jpg,16/06/2023 16:01:27
34,54,1738126,1056477,434747,82767,52524,98091,133452,72443,0banana_82.jpg,16/06/2023 16:01:28
11,60,706137,82932,31097,11441,17018,16708,10456,4459,0banana_82.jpg,16/06/2023 16:01:29
14,53,780304,56859,14741,7061,2104,18464,6985,2915,0banana_82.jpg,16/06/2023 16:01:30
13,47,225924,155374,19626,7153,5273,14465,9660,7819,0banana_82.jpg,16/06/2023 16:01:31
23,47,525803,166363,56547,57414,24669,55397,60608,9549,0banana_82.jpg,16/06/2023 16:01:32
29,57,798458,14558,28809,22478,7720,18461,7000,1378,0banana_82.jpg,16/06/2023 16:01:33
21,53,94003,60078,7006,3347,2707,7166,6239,2844,0banana_82.jpg,16/06/2023 16:01:34
54,53,6436,2901,7511,5920,15989,58194,24510,13365,0banana_83.jpg,16/06/2023 16:01:34
57,51,455480,213363,66778,34839,22807,97114,9880,10673,0banana_83.jpg,16/06/2023 16:01:35
61,40,654143,104838,8149,66851,10934,70249,24766,32469,0banana_83.jpg,16/06/2023 16:01:37
54,51,538957,82357,34422,11160,3329,7069,4093,947,0banana_83.jpg,16/06/2023 16:01:37
30,41,137896,64665,2319,2934,2918,18318,7025,3825,0banana_83.jpg,16/06/2023 16:01:38
21,29,923238,312330,18072,10405,34676,34709,36333,49380,0banana_83.jpg,16/06/2023 16:01:40
16,23,139981,120810,20936,15091,25620,33726,40537,27091,0banana_83.jpg,16/06/2023 16:01:40
30,11,107406,46435,6884,3977,7245,14605,7120,5387,0banana_84.jpg,16/06/2023 16:01:41
24,13,689906,613135,22719,29616,12610,85547,21141,13529,0banana_84.jpg,16/06/2023 16:01:42
29,23,196898,156575,23401,16261,10364,29292,10803,6100,0banana_84.jpg,16/06/2023 16:01:43
24,20,163171,104870,14314,6515,6440,18909,2664,4584,0banana_84.jpg,16/06/2023 16:01:44
16,26,1239831,551609,116242,66240,61690,67944,109903,32175,0banana_84.jpg,16/06/2023 16:01:45
27,38,1066302,73633,8633,25279,4471,56360,31006,23623,0banana_84.jpg,16/06/2023 16:01:46
41,38,840970,18245,5661,4394,10536,18793,17205,4093,0banana_84.jpg,16/06/2023 16:01:47
43,35,335331,114076,6856,9722,19064,23615,15398,6679,0banana_84.jpg,16/06/2023 16:01:48
44,30,2845632,280301,40891,28792,24051,43079,23567,5394,0banana_84.jpg,16/06/2023 16:01:49
30,24,611917,91088,5672,6941,10392,11005,4264,5033,0banana_84.jpg,16/06/2023 16:01:50
20,30,102630,9582,4569,3227,4425,3204,5654,1139,0banana_84.jpg,16/06/2023 16:01:51
14,47,1185297,86865,59987,5252,4108,17935,18860,7159,0banana_84.jpg,16/06/2023 16:01:52
16,48,1785580,258914,45794,39442,24748,48187,25251,22717,0banana_84.jpg,16/06/2023 16:01:53
38,47,5697,21937,5762,1161,6809,40927,33776,13720,0banana_84.jpg,16/06/2023 16:01:54
54,43,2192,1682,3508,2173,10736,8468,6306,1906,0banana_84.jpg,16/06/2023 16:01:55
69,38,15329,12379,3769,25707,47803,22588,13667,19186,0banana_84.jpg,16/06/2023 16:01:56
80,26,933378,231917,7633,17022,7882,106586,33337,11034,0banana_84.jpg,16/06/2023 16:01:57
61,34,206668,135867,13382,22184,9026,31937,24581,15532,0banana_84.jpg,16/06/2023 16:01:58
40,43,342336,137565,76311,74407,31586,28318,51040,15873,0banana_84.jpg,16/06/2023 16:01:59
27,37,847580,385118,47521,50043,38509,68076,51251,7363,0banana_84.jpg,16/06/2023 16:02:00
10,56,278841,81765,39660,13842,4896,8070,3825,1207,0banana_84.jpg,16/06/2023 16:02:01
7,57,1002201,162557,19352,26791,7020,25169,34054,4286,0banana_84.jpg,16/06/2023 16:02:02
3,37,962858,416850,14083,20988,29165,29048,33623,55490,0banana_84.jpg,16/06/2023 16:02:03
3,53,589767,174665,116566,30852,19556,32076,27132,4202,00,16/06/2023 16:03:12
1,51,1179635,275848,25354,52132,50005,21341,63176,15868,00,16/06/2023 16:03:13
1,37,923609,147008,3340,12708,22164,13032,9101,2121,00,16/06/2023 16:03:14
3,40,1520651,238657,37761,34113,73278,35574,67755,13902,01,16/06/2023 16:03:15
1,21,476336,173132,17546,2708,7355,9065,5456,2251,00,16/06/2023 16:03:16
7,26,383319,23184,7607,5860,7862,8508,5942,4816,00,16/06/2023 16:03:17
10,44,612403,136585,107192,31097,55731,30399,41288,22516,00,16/06/2023 16:03:18
23,50,550076,51919,19106,44067,19363,94500,45720,11122,00,16/06/2023 16:03:19
41,51,62786,20090,1301,2922,3195,10633,4500,3383,01,16/06/2023 16:03:20
48,48,28807,14035,6426,8956,40455,17307,6973,9562,00,16/06/2023 16:03:21
48,35,2215493,828859,121734,41690,29637,103523,55592,55614,00,16/06/2023 16:03:22
43,13,87295,78202,2367,1737,2994,32554,9030,3104,00,16/06/2023 16:03:23
35,24,154882,35347,9085,10824,4313,9596,3897,5364,00,16/06/2023 16:03:24
37,34,32806,14106,17650,14188,9887,33285,8933,12511,01,16/06/2023 16:03:25
47,38,143769,80734,9273,29873,16786,36244,24169,6537,00,16/06/2023 16:03:26
35,54,785660,365242,97833,22853,50120,51636,79120,54019,00,16/06/2023 16:03:27
29,50,549791,162896,1384,37545,9266,15887,9298,6548,00,16/06/2023 16:03:28
24,34,362654,86235,4164,11927,22840,39234,43971,23219,00,16/06/2023 16:03:29
34,35,555734,79457,36253,39934,20901,137052,15838,11429,01,16/06/2023 16:03:30
47,34,82991,8663,3754,1108,5873,7471,8932,3569,00,16/06/2023 16:03:31
53,41,41069,73597,30029,24940,22856,25843,17022,17495,00,16/06/2023 16:03:32
41,48,162888,90187,11066,12827,3392,10509,9984,2980,00,16/06/2023 16:03:33
37,48,65982,21691,6454,7786,6810,15296,3444,994,00,16/06/2023 16:03:34
16,51,1102735,766703,164480,78355,11653,49412,65260,5850,01,16/06/2023 16:03:35
23,41,24413,18351,4417,2533,10048,9329,8223,5103,00,16/06/2023 16:03:36
24,50,141219,46677,15381,18184,6079,10960,7939,2956,00,16/06/2023 16:03:37
14,35,94442,41822,353,2607,2404,4225,3327,1003,00,16/06/2023 16:03:38
34,35,275793,45338,12052,13672,11785,39055,17111,15095,00,16/06/2023 16:03:39
24,37,109887,28853,4177,3990,2742,5986,3634,1021,01,16/06/2023 16:03:40
38,29,48476,17956,12728,9241,18810,30341,21894,8524,00,16/06/2023 16:03:41
61,41,2010,1792,812,1851,2115,8744,8966,2942,00,16/06/2023 16:03:42
67,38,46988,22538,7534,11803,30504,50345,12124,12883,00,16/06/2023 16:03:43
77,35,319015,60963,12723,4139,23753,33366,18153,12121,00,16/06/2023 16:03:44
69,16,817680,275288,6770,10906,28791,93175,22461,16590,01,16/06/2023 16:03:45
61,26,18436,8036,13143,14318,14486,25905,26893,12118,00,16/06/2023 16:03:46
50,34,1091134,23012,3126,11383,5979,10020,3596,1847,00,16/06/2023 16:03:47
41,51,143133,26567,39893,13100,6998,13679,12600,10191,00,16/06/2023 16:03:48
30,67,328496,28653,9327,643,1385,3115,1294,2007,00,16/06/2023 16:03:49
20,50,913514,101378,6639,3729,9306,19505,23185,13291,01,16/06/2023 16:03:50
23,44,76195,13325,1961,2756,2371,6498,2253,2500,00,16/06/2023 16:03:51
27,30,1181174,50130,6586,11661,3315,21188,8454,4021,00,16/06/2023 16:03:52
37,34,74849,146853,33533,32126,26824,47218,13118,17211,00,16/06/2023 16:03:53
29,38,184719,18608,2293,1265,527,1878,1162,762,00,16/06/2023 16:03:54
30,44,869979,43111,23575,15755,11198,32776,13179,16233,01,16/06/2023 16:03:55
40,43,5127,8359,2551,1553,3195,11713,9641,797,01,16/06/2023 16:03:56
48,48,29119,10685,14930,2365,6429,16183,15151,8616,00,16/06/2023 16:03:57
43,51,843845,406351,79106,23002,26668,22928,31746,11333,00,16/06/2023 16:03:58
48,44,106854,3151,1479,996,2292,4278,2225,326,00,16/06/2023 16:03:59
34,41,584236,49115,4868,3009,3008,7521,7005,2582,00,16/06/2023 16:04:00
41,34,13120,10109,3454,4834,8353,29794,14508,8231,01,16/06/2023 16:04:01
67,37,1806,2444,3279,541,2088,8232,3818,2646,00,16/06/2023 16:04:02
75,35,9918,3626,6358,7401,14730,39528,34486,11614,00,16/06/2023 16:04:03
88,43,143187,12890,6085,3393,5010,14040,2711,1316,00,16/06/2023 16:04:04
81,47,8544,20001,5115,14048,15083,30206,10899,4926,00,16/06/2023 16:04:05
91,34,3211,8753,2877,5015,17815,90938,8536,8634,01,16/06/2023 16:04:06
77,35,66840,12273,6158,505,4382,6806,3006,1428,00,16/06/2023 16:04:07
80,21,23980,17129,751,2249,10459,19768,32346,9828,00,16/06/2023 16:04:08
83,16,3642,5106,2270,1597,6504,11036,4787,2569,00,16/06/2023 16:04:09
66,20,102937,35854,4608,6196,48862,28298,23812,4717,00,16/06/2023 16:04:10
74,16,9621,25941,4357,11338,14579,29765,12646,17234,01,16/06/2023 16:04:11
69,26,4316,15099,6052,3561,17288,19592,5748,2177,01,16/06/2023 16:04:12
70,29,26274,12436,3954,8748,9626,34001,37849,23898,01,16/06/2023 16:04:13
63,44,1039379,611043,463893,97521,180418,230979,124583,27892,01,16/06/2023 16:04:14
51,60,199407,95740,163170,23764,24091,41876,43238,20790,01,16/06/2023 16:04:15
37,63,325086,105178,6883,26919,12172,13366,18565,6384,01,16/06/2023 16:04:16
29,67,1753305,61713,48298,10611,14350,74327,39579,13279,01,16/06/2023 16:04:17
17,63,88825,77002,6805,18670,5330,4399,8370,7720,01,16/06/2023 16:04:18
27,47,5094,4457,922,1204,3324,3437,1365,1580,01,16/06/2023 16:04:19
17,54,234696,107392,68257,9022,8534,4124,28632,5807,01,16/06/2023 16:04:20
8,61,753817,17227,9057,9372,3309,5998,7211,4125,01,16/06/2023 16:04:21
17,66,390107,101175,40253,53131,22146,26789,24058,13657,01,16/06/2023 16:04:22
11,63,973633,238082,32537,13692,27567,63781,84707,18574,01,16/06/2023 16:04:23
23,69,282129,11648,25713,15513,14204,5832,12266,3496,01,16/06/2023 16:04:24
83,50,811,5238,946,6277,9405,19281,14180,2928,0apple_79.jpg,16/06/2023 16:05:39
77,51,11645,9111,4763,11567,24264,18269,14513,7505,0apple_79.jpg,16/06/2023 16:05:39
87,38,5010,9183,2542,4320,7148,31690,14768,15045,0apple_79.jpg,16/06/2023 16:05:40
88,44,1688,4526,10307,8900,5570,28019,16304,9723,0apple_80.jpg,16/06/2023 16:05:41
93,44,25387,3804,8959,11137,16818,62222,8830,6596,0apple_80.jpg,16/06/2023 16:05:42
88,30,324975,126758,3960,8534,14952,50374,64540,11562,0apple_81.jpg,16/06/2023 16:05:43
81,26,721849,42564,4416,4761,10950,41828,17055,17835,0apple_81.jpg,16/06/2023 16:05:44
67,40,1372226,57998,141133,152928,21213,69644,39582,26395,0apple_82.jpg,16/06/2023 16:05:45
44,43,598439,171513,91904,6711,33429,42834,37342,7974,0apple_82.jpg,16/06/2023 16:05:46
40,56,19004,20577,6486,2369,8551,6181,5655,1920,0apple_83.jpg,16/06/2023 16:05:47
34,78,49901,9598,27160,13662,7423,15809,24052,22404,0apple_83.jpg,16/06/2023 16:05:48
40,54,12528,20635,5529,1113,9389,14442,5374,3195,0apple_84.jpg,16/06/2023 16:05:49
57,54,24581,8373,5926,10825,4859,33299,7872,5785,0apple_84.jpg,16/06/2023 16:05:50
67,48,11063,7680,1284,1473,3918,9062,4810,4016,0apple_85.jpg,16/06/2023 16:05:51
64,30,807831,158408,21923,18164,18908,41690,12795,9036,0apple_85.jpg,16/06/2023 16:05:52
64,38,675862,18858,7567,3891,2329,14470,5402,1627,0apple_86.jpg,16/06/2023 16:05:53
